12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1638425885i/16299.jpg,And Then There Were None,Agatha Christie,Mystery,lorena@gmail.com,15,FixedPrice,A suspenseful mystery with a thrilling plot.,0
13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1574805682i/22557272.jpg,The Girl on the Train,Paula Hawkins,Mystery,crina@gmail.com,17,NegociablePrice,A gripping psychological thriller with intriguing characters.,10
14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559835163i/33516773.jpg,Big Little Lies,Liane Moriarty,Mystery,anastasia@gmail.com,19,FixedPrice,A compelling narrative exploring the secrets within a seemingly perfect community.,0
15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1540217136i/16160797.jpg,The Cuckoo's Calling,Robert Galbraith,Mystery,rares@gmail.com,18,FixedPrice,A detective novel introducing the private investigator Cormoran Strike.,0
16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1701980900i/61431922.jpg,Fourth Wing,Rebecca Yarros,Fantasy,estera@gmail.com,28,NegociablePrice,A fantastical journey blending romance and adventure.,20
17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562726234i/13496.jpg,A Game of Thrones,George R.R. Martin,Fantasy,lorena@gmail.com,30,FixedPrice,Epic fantasy saga of power.,0
18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1566425108i/33.jpg,The Lord of the Rings,J.R.R. Tolkien,Fantasy,crina@gmail.com,32,FixedPrice,A classic fantasy trilogy of epic proportions.,0
19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1559142847i/44778083.jpg,Crescent City: House of Earth and Blood,Sarah J. Maas,Fantasy,anastasia@gmail.com,35,FixedPrice,An urban fantasy replete with magic.,0
20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1584633432i/50623864.jpg,The Invisible Life of Addie LaRue,V.E. Schwab,Fantasy,rares@gmail.com,33,FixedPrice,A hauntingly beautiful tale of immortality and love.,0
21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1555447414i/44767458.jpg,Dune,Frank Herbert,Science Fiction,estera@gmail.com,25,NegociablePrice,A science fiction masterpiece exploring politics,20
22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531891848i/11.jpg,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Science Fiction,lorena@gmail.com,20,FixedPrice,A comedic science fiction series exploring the absurdity of the universe.,0
23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1408303130i/375802.jpg,Ender's Game,Orson Scott Card,Science Fiction,crina@gmail.com,22,FixedPrice,A gripping science fiction novel of warfare and morality.,0
24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1413706054i/18007564.jpg,The Martian,Andy Weir,Science Fiction,anastasia@gmail.com,24,NegociablePrice,A thrilling tale of survival and ingenuity on Mars.,17
25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1500930947i/9969571.jpg,Ready Player One,Ernest Cline,Science Fiction,rares@gmail.com,21,FixedPrice,An adventure in a virtual reality world filled with nostalgia and danger.,0
26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522157426i/19063.jpg,The Book Thief,Markus Zusak,Historical Fiction,estera@gmail.com,16,NegociablePrice,A poignant story narrated by Death.,10
27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451445646i/18143977.jpg,All the Light We Cannot See,Anthony Doerr,Historical Fiction,lorena@gmail.com,18,FixedPrice,A beautifully written tale of bravery and humanity during WWII.,0
28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1681839850i/21853621.jpg,The Nightingale,Kristin Hannah,Historical Fiction,crina@gmail.com,20,FixedPrice,A gripping narrative of two sisters' struggle during the Nazi occupation of France.,0
29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1525962117i/38359036.jpg,The Tattooist of Auschwitz,Heather Morris,Historical Fiction,anastasia@gmail.com,22,FixedPrice,"A powerful true story of love and survival in Auschwitz.",0
30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1596553679i/53914938.jpg,The Rose Code,Kate Quinn,Historical Fiction,rares@gmail.com,24,FixedPrice,A compelling historical fiction novel centered around codebreaking during WWII.,0
31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1353277730i/11588.jpg,The Shining,Stephen King,Horror,estera@gmail.com,19,FixedPrice,A chilling tale of a haunted hotel and a family's descent into madness.,0
32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689007698i/182761632.jpg,Clever Creatures of the Night,Samantha Mabry,Horror,lorena@gmail.com,16,FixedPrice,A spine-tingling horror novel exploring Mexican folklore.,0
33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1690299524i/173502162.jpg,Rainbow Black,Maggie Thrash,Horror,crina@gmail.com,18,FixedPrice,A graphic novel blending horror with LGBTQ+ themes.,0
34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1607462569i/53152636.jpg,Mexican Gothic,Silvia Moreno-Garcia,Horror,anastasia@gmail.com,20,FixedPrice,A mesmerizing gothic horror novel set in 1950s Mexico.,0
35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1614275199i/55829194.jpg,The Final Girl Support Group,Grady Hendrix,Horror,rares@gmail.com,22,FixedPrice,A thrilling homage to slasher films with a unique twist.,0
36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327997342i/318431.jpg,Long Walk to Freedom,Nelson Mandela,Biography,estera@gmail.com,15,FixedPrice,Autobiography of Nelson Mandela.,0
37,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1511288482i/11084145.jpg,Steve Jobs,Walter Isaacson,Biography,lorena@gmail.com,18,FixedPrice,Biography of Steve Jobs.,0
38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1692288251i/122765395.jpg,Elon Musk,Ashlee Vance,Biography,crina@gmail.com,20,FixedPrice,Biography of Elon Musk.,0
39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1528206996i/38746485.jpg,Becoming,Michelle Obama,Biography,anastasia@gmail.com,22,FixedPrice,Memoir of Michelle Obama.,0
40,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1506026635i/35133922.jpg,Educated,Tara Westover,Biography,rares@gmail.com,24,FixedPrice,Memoir of Tara Westover.,0
41,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1689947880i/6708.jpg,The Power of Now,Eckhart Tolle,Self-Help,estera@gmail.com,14,FixedPrice,A spiritual guide to living in the present moment and finding inner peace.,0
42,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442726934i/4865.jpg,How to Win Friends and Influence People,Dale Carnegie,Self-Help,lorena@gmail.com,12,FixedPrice,A timeless classic offering practical advice on interpersonal skills and leadership.,0
43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1465761302i/28257707.jpg,The Subtle Art of Not Giving a F*ck,Mark Manson,Self-Help,crina@gmail.com,15,FixedPrice,A refreshing take on self-help.,0
44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655988385i/40121378.jpg,Atomic Habits,James Clear,Self-Help,anastasia@gmail.com,17,FixedPrice,A guide to building good habits and breaking bad ones for personal development.,0
45,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1421842784i/36072.jpg,The 7 Habits of Highly Effective People,Stephen R. Covey,Self-Help,rares@gmail.com,20,FixedPrice,A transformative guide to personal and professional effectiveness.,0
46,http://,A throne of roses,Sarah,Fantasy,lorena@gmail.com,23,FixedPrice,asdfhgefasdg,0
